store_name,order_local_timezone,order_referenceid,finished_order_status,delivery_type,order_create_date,order_create_datetime,order_accepted_datetime,order_marked_ready_for_pickup,courier_arrive_datetime,courier_pickup_datetime,order_delivered_datetime,reject_reason,order_total_gross,order_total_net
Tibi Foods - Ikeja,Africa/Lagos,1773748,success,delivery,23/10/29,23/10/10 14:24,23/10/10 14:25,,23/10/10 14:26,23/10/10 14:42,23/10/10 14:51,,5900,5900
Tibi Foods - Ikeja,Africa/Lagos,1776838,success,delivery,23/10/29,23/10/10 17:50,23/10/10 17:50,,23/10/10 17:54,23/10/10 18:01,23/10/10 18:14,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1777361,success,delivery,23/10/29,23/10/10 18:34,23/10/10 18:36,,23/10/10 18:42,23/10/10 18:48,23/10/10 19:03,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1779540,success,delivery,23/10/29,23/10/11 10:11,23/10/11 10:13,,23/10/11 10:17,23/10/11 10:21,23/10/11 10:52,,3900,3900
Tibi Foods - Ikeja,Africa/Lagos,1779587,success,delivery,23/10/29,23/10/11 10:15,23/10/11 10:16,,23/10/11 10:27,23/10/11 10:36,23/10/11 10:48,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1779683,success,delivery,23/10/29,23/10/11 10:22,23/10/11 10:26,23/10/11 10:46,23/10/11 10:54,23/10/11 10:58,23/10/11 11:04,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1780419,success,delivery,23/10/29,23/10/11 11:11,23/10/11 11:14,23/10/11 11:20,23/10/11 11:22,23/10/11 11:23,23/10/11 11:49,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1780821,success,delivery,23/10/29,23/10/11 11:36,23/10/11 11:37,,23/10/11 11:43,23/10/11 11:46,23/10/11 12:13,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1782839,success,delivery,23/10/29,23/10/11 13:22,23/10/11 13:26,,23/10/11 13:28,23/10/11 13:52,23/10/11 14:12,,15800,15800
Tibi Foods - Ikeja,Africa/Lagos,1785175,success,delivery,23/10/29,23/10/11 15:23,23/10/11 15:24,,23/10/11 15:46,23/10/11 15:46,23/10/11 16:11,,5900,5900
Tibi Foods - Ikeja,Africa/Lagos,1785638,success,delivery,23/10/29,23/10/11 15:54,23/10/11 15:57,23/10/11 16:23,23/10/11 16:27,23/10/11 16:30,23/10/11 17:17,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1786570,success,delivery,23/10/29,23/10/11 17:25,23/10/11 17:27,23/10/11 17:53,23/10/11 17:58,23/10/11 18:11,23/10/11 18:18,,2500,2500
Tibi Foods - Ikeja,Africa/Lagos,1786579,success,delivery,23/10/29,23/10/11 17:26,23/10/11 17:27,23/10/11 17:35,23/10/11 17:42,23/10/11 17:46,23/10/11 18:51,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1786713,success,delivery,23/10/29,23/10/11 17:38,23/10/11 17:40,,23/10/11 17:44,23/10/11 18:01,23/10/11 18:19,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1787858,success,delivery,23/10/29,23/10/11 19:02,23/10/11 19:03,23/10/11 19:14,23/10/11 19:15,23/10/11 19:23,23/10/11 19:34,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1789470,success,delivery,23/10/29,23/10/12 9:36,23/10/12 9:37,,23/10/12 9:38,23/10/12 9:50,23/10/12 10:03,,8300,8300
Tibi Foods - Ikeja,Africa/Lagos,1790252,success,delivery,23/10/29,23/10/12 10:45,23/10/12 10:46,23/10/12 11:01,23/10/12 11:10,23/10/12 11:23,23/10/12 11:27,,4000,4000
Tibi Foods - Ikeja,Africa/Lagos,1790510,success,delivery,23/10/29,23/10/12 10:56,23/10/12 10:59,,23/10/12 11:12,23/10/12 11:19,23/10/12 11:40,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1791417,success,delivery,23/10/29,23/10/12 11:40,23/10/12 11:40,,23/10/12 11:47,23/10/12 11:58,23/10/12 12:18,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1793696,success,delivery,23/10/29,23/10/12 13:42,23/10/12 13:44,,23/10/12 13:50,23/10/12 13:55,23/10/12 14:04,,3400,3400
Tibi Foods - Ikeja,Africa/Lagos,1795564,success,delivery,23/10/28,23/10/12 15:25,23/10/12 15:26,23/10/12 15:33,23/10/12 15:40,23/10/12 15:41,23/10/12 16:07,,3800,3800
Tibi Foods - Ikeja,Africa/Lagos,1795990,success,delivery,23/10/28,23/10/12 15:53,23/10/12 15:55,,23/10/12 16:03,23/10/12 16:15,23/10/12 16:22,,6400,6400
Tibi Foods - Ikeja,Africa/Lagos,1797800,success,delivery,23/10/28,23/10/12 18:15,23/10/12 18:16,,23/10/12 18:23,23/10/12 18:33,23/10/12 18:39,,8200,8200
Tibi Foods - Ikeja,Africa/Lagos,1797814,success,delivery,23/10/28,23/10/12 18:16,23/10/12 18:18,,23/10/12 18:29,23/10/12 18:43,23/10/12 18:56,,3000,3000
Tibi Foods - Ikeja,Africa/Lagos,1801174,success,delivery,23/10/28,23/10/13 11:05,23/10/13 11:06,,23/10/13 11:29,23/10/13 11:30,23/10/13 11:41,,7700,7700
Tibi Foods - Ikeja,Africa/Lagos,1804576,success,delivery,23/10/28,23/10/13 14:09,23/10/13 14:10,23/10/13 14:38,23/10/13 14:42,23/10/13 14:57,23/10/13 15:10,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1806112,success,delivery,23/10/28,23/10/13 15:29,23/10/13 15:31,,23/10/13 15:39,23/10/13 15:46,23/10/13 16:12,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1806136,success,delivery,23/10/28,23/10/13 15:30,23/10/13 15:33,23/10/13 15:59,23/10/13 16:04,23/10/13 16:04,23/10/13 16:12,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1807309,success,delivery,23/10/28,23/10/13 16:40,23/10/13 16:51,23/10/13 17:17,23/10/13 17:22,23/10/13 17:33,23/10/13 18:09,,11700,11700
Tibi Foods - Ikeja,Africa/Lagos,1807320,success,delivery,23/10/28,23/10/13 16:40,23/10/13 16:41,,23/10/13 16:50,23/10/13 17:03,23/10/13 17:43,,11700,11700
Tibi Foods - Ikeja,Africa/Lagos,1812276,success,delivery,23/10/28,23/10/14 11:33,23/10/14 11:33,,23/10/14 11:39,23/10/14 11:42,23/10/14 11:57,,4000,4000
Tibi Foods - Ikeja,Africa/Lagos,1813501,success,delivery,23/10/28,23/10/14 13:00,23/10/14 13:02,,23/10/14 13:09,23/10/14 13:31,23/10/14 13:35,,11500,11500
Tibi Foods - Ikeja,Africa/Lagos,1817007,success,delivery,23/10/28,23/10/14 16:39,23/10/14 16:41,23/10/14 17:08,23/10/14 17:12,23/10/14 17:18,23/10/14 17:42,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1817968,success,delivery,23/10/28,23/10/14 17:48,23/10/14 17:50,23/10/14 17:58,23/10/14 18:17,23/10/14 18:25,23/10/14 18:45,,15000,15000
Tibi Foods - Ikeja,Africa/Lagos,1818421,success,delivery,23/10/28,23/10/14 18:25,23/10/14 18:26,23/10/14 18:47,23/10/14 19:24,23/10/14 19:24,23/10/14 20:36,,8500,8500
Tibi Foods - Ikeja,Africa/Lagos,1819054,success,delivery,23/10/28,23/10/14 19:13,23/10/14 19:14,,23/10/14 19:22,23/10/14 19:28,23/10/14 19:38,,6300,6300
Tibi Foods - Ikeja,Africa/Lagos,1820882,success,delivery,23/10/28,23/10/15 10:16,23/10/15 10:16,,23/10/15 10:30,23/10/15 10:32,23/10/15 10:47,,13700,13700
Tibi Foods - Ikeja,Africa/Lagos,1821558,success,delivery,23/10/28,23/10/15 11:14,23/10/15 11:17,,23/10/15 11:23,23/10/15 11:27,23/10/15 11:41,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1821681,success,delivery,23/10/28,23/10/15 11:23,23/10/15 11:24,23/10/15 11:33,23/10/15 11:42,23/10/15 11:42,23/10/15 12:13,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1822380,success,delivery,23/10/28,23/10/15 12:14,23/10/15 12:14,23/10/15 12:19,23/10/15 12:28,23/10/15 12:34,23/10/15 13:06,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1823239,success,delivery,23/10/28,23/10/15 13:06,23/10/15 13:06,,23/10/15 13:11,23/10/15 13:16,23/10/15 13:26,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1824295,success,delivery,23/10/28,23/10/15 14:07,23/10/15 14:09,,23/10/15 14:17,23/10/15 14:20,23/10/15 14:34,,4400,4400
Tibi Foods - Ikeja,Africa/Lagos,1826360,success,delivery,23/10/28,23/10/15 16:32,23/10/15 16:58,,23/10/15 17:08,23/10/15 17:10,23/10/15 17:21,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1826764,success,delivery,23/10/28,23/10/15 17:02,23/10/15 17:03,,23/10/15 17:10,23/10/15 17:18,23/10/15 17:26,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1827202,success,delivery,23/10/28,23/10/15 17:34,23/10/15 17:36,,23/10/15 17:41,23/10/15 17:49,23/10/15 18:07,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1827896,success,delivery,23/10/28,23/10/15 18:27,23/10/15 18:29,,23/10/15 18:41,23/10/15 18:46,23/10/15 19:12,,11500,11500
Tibi Foods - Ikeja,Africa/Lagos,1828160,success,delivery,23/10/28,23/10/15 18:51,23/10/15 18:52,,23/10/15 18:56,23/10/15 19:14,23/10/15 19:24,,12500,12500
Tibi Foods - Ikeja,Africa/Lagos,1828339,success,delivery,23/10/27,23/10/15 19:07,23/10/15 19:09,,23/10/15 19:22,23/10/15 19:24,23/10/15 19:59,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1829702,success,delivery,23/10/27,23/10/16 10:05,23/10/16 10:05,23/10/16 10:14,23/10/16 10:23,23/10/16 10:26,23/10/16 10:44,,6700,6700
Tibi Foods - Ikeja,Africa/Lagos,1830801,success,delivery,23/10/27,23/10/16 11:25,23/10/16 11:30,,23/10/16 11:41,23/10/16 11:47,23/10/16 11:58,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1831367,success,delivery,23/10/27,23/10/16 12:01,23/10/16 12:01,,23/10/16 12:06,23/10/16 12:22,23/10/16 12:29,,11500,11500
Tibi Foods - Ikeja,Africa/Lagos,1831706,success,delivery,23/10/27,23/10/16 12:20,23/10/16 12:24,,23/10/16 12:28,23/10/16 12:31,23/10/16 12:39,,3700,3700
Tibi Foods - Ikeja,Africa/Lagos,1831935,success,delivery,23/10/27,23/10/16 12:32,23/10/16 12:33,23/10/16 12:41,23/10/16 12:48,23/10/16 12:48,23/10/16 13:13,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1832565,success,delivery,23/10/27,23/10/16 13:07,23/10/16 13:08,,23/10/16 13:16,23/10/16 13:22,23/10/16 13:25,,8500,8500
Tibi Foods - Ikeja,Africa/Lagos,1833133,success,delivery,23/10/27,23/10/16 13:37,23/10/16 13:39,23/10/16 13:49,23/10/16 14:03,23/10/16 14:06,23/10/16 14:40,,6500,6500
Tibi Foods - Ikeja,Africa/Lagos,1833854,success,delivery,23/10/27,23/10/16 14:14,23/10/16 14:15,,23/10/16 14:18,23/10/16 14:22,23/10/16 14:49,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1836356,success,delivery,23/10/27,23/10/16 17:05,23/10/16 17:06,,23/10/16 17:23,23/10/16 17:32,23/10/16 18:01,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1837335,success,delivery,23/10/27,23/10/16 18:23,23/10/16 18:25,,23/10/16 18:28,23/10/16 18:42,23/10/16 18:52,,3700,3700
Tibi Foods - Ikeja,Africa/Lagos,1837692,success,delivery,23/10/27,23/10/16 18:52,23/10/16 18:52,,23/10/16 18:59,23/10/16 19:02,23/10/16 19:46,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1837693,success,delivery,23/10/27,23/10/16 18:52,23/10/16 18:53,,23/10/16 19:00,23/10/16 19:21,23/10/16 19:24,,6200,6200
Tibi Foods - Ikeja,Africa/Lagos,1839205,success,delivery,23/10/27,23/10/17 9:14,23/10/17 9:19,23/10/17 9:26,23/10/17 9:33,23/10/17 9:37,23/10/17 9:53,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1839669,success,delivery,23/10/27,23/10/17 10:10,23/10/17 10:11,23/10/17 10:21,23/10/17 11:01,23/10/17 11:01,23/10/17 11:27,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1842582,success,delivery,23/10/27,23/10/17 13:31,23/10/17 13:31,,23/10/17 13:46,23/10/17 13:50,23/10/17 14:08,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1843046,success,delivery,23/10/27,23/10/17 13:53,23/10/17 13:54,23/10/17 14:17,23/10/17 14:44,23/10/17 14:46,23/10/17 15:09,,4200,4200
Tibi Foods - Ikeja,Africa/Lagos,1844238,success,delivery,23/10/27,23/10/17 14:55,23/10/17 14:55,23/10/17 15:17,23/10/17 15:27,23/10/17 15:35,23/10/17 15:48,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1845054,success,delivery,23/10/27,23/10/17 15:39,23/10/17 15:41,23/10/17 16:02,23/10/17 16:12,23/10/17 16:15,23/10/17 16:34,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1845878,success,delivery,23/10/27,23/10/17 16:36,23/10/17 16:37,,23/10/17 16:58,23/10/17 17:04,23/10/17 17:24,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1846435,success,delivery,23/10/27,23/10/17 17:18,23/10/17 17:18,,23/10/17 17:25,23/10/17 17:34,23/10/17 17:56,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1846482,success,delivery,23/10/27,23/10/17 17:21,23/10/17 17:21,,23/10/17 17:25,23/10/17 17:33,23/10/17 17:42,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1849675,success,delivery,23/10/27,23/10/18 9:45,23/10/18 9:45,23/10/18 10:11,23/10/18 10:17,23/10/18 10:20,23/10/18 10:24,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1849895,success,delivery,23/10/27,23/10/18 10:03,23/10/18 10:04,23/10/18 10:32,23/10/18 10:47,23/10/18 10:47,23/10/18 11:13,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1850713,success,delivery,23/10/27,23/10/18 10:54,23/10/18 10:55,23/10/18 11:04,23/10/18 11:16,23/10/18 11:25,23/10/18 11:42,,6500,6500
Tibi Foods - Ikeja,Africa/Lagos,1857277,success,delivery,23/10/27,23/10/18 17:01,23/10/18 17:08,23/10/18 17:12,23/10/18 17:24,23/10/18 17:26,23/10/18 17:39,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1858579,success,delivery,23/10/27,23/10/18 18:41,23/10/18 18:41,,23/10/18 18:46,23/10/18 18:59,23/10/18 19:25,,6200,6200
Tibi Foods - Ikeja,Africa/Lagos,1859086,success,delivery,23/10/27,23/10/18 19:20,23/10/18 19:21,,23/10/18 19:30,23/10/18 19:43,23/10/18 19:59,,7500,7500
Tibi Foods - Ikeja,Africa/Lagos,1860493,success,delivery,23/10/27,23/10/19 9:27,23/10/19 9:27,,23/10/19 9:36,23/10/19 9:37,23/10/19 9:54,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1860647,success,delivery,23/10/27,23/10/19 9:41,23/10/19 9:50,23/10/19 9:58,23/10/19 10:06,23/10/19 10:08,23/10/19 10:19,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1861930,success,delivery,23/10/27,23/10/19 11:10,23/10/19 11:10,,23/10/19 11:19,23/10/19 11:21,23/10/19 11:35,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1864239,success,delivery,23/10/27,23/10/19 13:10,23/10/19 13:11,23/10/19 13:17,23/10/19 13:17,23/10/19 13:25,23/10/19 13:38,,5500,5500
Tibi Foods - Ikeja,Africa/Lagos,1864586,success,delivery,23/10/27,23/10/19 13:28,23/10/19 13:30,,23/10/19 13:38,23/10/19 13:44,23/10/19 14:04,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1864948,success,delivery,23/10/27,23/10/19 13:47,23/10/19 13:51,23/10/19 14:14,23/10/19 14:16,23/10/19 14:20,23/10/19 14:42,,6300,6300
Tibi Foods - Ikeja,Africa/Lagos,1866214,success,delivery,23/10/27,23/10/19 14:50,23/10/19 14:53,,23/10/19 15:00,23/10/19 15:10,23/10/19 15:30,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1867156,success,delivery,23/10/27,23/10/19 15:42,23/10/19 15:42,,23/10/19 15:50,23/10/19 15:56,23/10/19 16:18,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1869230,success,delivery,23/10/26,23/10/19 17:58,23/10/19 17:59,,23/10/19 18:09,23/10/19 18:15,23/10/19 18:40,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1869766,success,delivery,23/10/26,23/10/19 18:39,23/10/19 18:40,,23/10/19 18:45,23/10/19 19:08,23/10/19 19:18,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1870171,success,delivery,23/10/26,23/10/19 19:10,23/10/19 19:11,,23/10/19 19:14,23/10/19 19:18,23/10/19 19:31,,4400,4400
Tibi Foods - Ikeja,Africa/Lagos,1875116,success,delivery,23/10/26,23/10/20 12:53,23/10/20 12:54,23/10/20 13:11,23/10/20 13:22,23/10/20 13:27,23/10/20 13:41,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1877419,success,delivery,23/10/26,23/10/20 14:53,23/10/20 14:54,,23/10/20 15:10,23/10/20 15:13,23/10/20 15:28,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1877822,success,delivery,23/10/26,23/10/20 15:14,23/10/20 15:16,23/10/20 15:26,23/10/20 15:29,23/10/20 15:30,23/10/20 15:53,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1877835,success,delivery,23/10/26,23/10/20 15:15,23/10/20 15:17,,23/10/20 15:20,23/10/20 15:31,23/10/20 15:49,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1878295,success,delivery,23/10/26,23/10/20 15:39,23/10/20 15:40,,23/10/20 15:49,23/10/20 15:50,23/10/20 16:01,,2700,2700
Tibi Foods - Ikeja,Africa/Lagos,1880284,success,delivery,23/10/26,23/10/20 17:49,23/10/20 17:50,,23/10/20 17:59,23/10/20 18:05,23/10/20 18:24,,8800,8800
Tibi Foods - Ikeja,Africa/Lagos,1883223,success,delivery,23/10/26,23/10/21 10:04,23/10/21 10:07,,23/10/21 10:11,23/10/21 10:20,23/10/21 10:45,,8000,8000
Tibi Foods - Ikeja,Africa/Lagos,1883583,success,delivery,23/10/26,23/10/21 10:34,23/10/21 10:35,,23/10/21 10:40,23/10/21 10:57,23/10/21 11:09,,9500,9500
Tibi Foods - Ikeja,Africa/Lagos,1886433,success,delivery,23/10/26,23/10/21 13:12,23/10/21 13:13,,23/10/21 13:15,23/10/21 13:44,23/10/21 13:53,,6000,6000
Tibi Foods - Ikeja,Africa/Lagos,1887070,success,delivery,23/10/26,23/10/21 13:29,23/10/21 13:30,,23/10/21 13:36,23/10/21 13:43,23/10/21 13:58,,5400,5400
Tibi Foods - Ikeja,Africa/Lagos,1887327,success,delivery,23/10/26,23/10/21 13:37,23/10/21 13:38,23/10/21 13:47,23/10/21 13:41,23/10/21 13:52,23/10/21 14:09,,6300,6300
Tibi Foods - Ikeja,Africa/Lagos,1888827,success,delivery,23/10/26,23/10/21 14:36,23/10/21 14:42,,23/10/21 14:50,23/10/21 14:52,23/10/21 15:01,,2800,2800
Tibi Foods - Ikeja,Africa/Lagos,1890007,success,delivery,23/10/26,23/10/21 15:43,23/10/21 15:43,,23/10/21 15:52,23/10/21 15:55,23/10/21 16:14,,6900,6900
Tibi Foods - Ikeja,Africa/Lagos,1892474,success,delivery,23/10/26,23/10/21 18:41,23/10/21 18:42,23/10/21 18:52,23/10/21 18:50,23/10/21 18:57,23/10/21 19:12,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1892765,success,delivery,23/10/26,23/10/21 19:04,23/10/21 19:07,,23/10/21 19:13,23/10/21 19:27,23/10/21 19:46,,3700,3700
Tibi Foods - Ikeja,Africa/Lagos,1894463,success,delivery,23/10/26,23/10/22 9:55,23/10/22 9:55,,23/10/22 10:12,23/10/22 10:16,23/10/22 10:38,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1894986,success,delivery,23/10/26,23/10/22 10:39,23/10/22 10:40,,23/10/22 10:48,23/10/22 10:54,23/10/22 11:18,,15100,15100
Tibi Foods - Ikeja,Africa/Lagos,1896335,success,delivery,23/10/26,23/10/22 12:23,23/10/22 12:32,,23/10/22 12:43,23/10/22 13:03,23/10/22 13:19,,6200,6200
Tibi Foods - Ikeja,Africa/Lagos,1896781,success,delivery,23/10/26,23/10/22 12:51,23/10/22 12:52,,23/10/22 12:53,23/10/22 13:02,23/10/22 13:18,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1897612,success,delivery,23/10/26,23/10/22 13:45,23/10/22 13:49,,23/10/22 13:52,23/10/22 14:05,23/10/22 14:12,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1898766,success,delivery,23/10/26,23/10/22 15:01,23/10/22 15:02,23/10/22 15:11,23/10/22 15:22,23/10/22 15:22,23/10/22 15:34,,4400,4400
Tibi Foods - Ikeja,Africa/Lagos,1900036,success,delivery,23/10/26,23/10/22 16:27,23/10/22 16:28,,23/10/22 16:35,23/10/22 16:39,23/10/22 16:51,,6200,6200
Tibi Foods - Ikeja,Africa/Lagos,1901714,success,delivery,23/10/26,23/10/22 18:41,23/10/22 18:42,,23/10/22 18:44,23/10/22 19:07,23/10/22 19:28,,10500,10500
Tibi Foods - Ikeja,Africa/Lagos,1901773,success,delivery,23/10/26,23/10/22 18:46,23/10/22 18:47,,23/10/22 18:57,23/10/22 19:02,23/10/22 19:35,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1903121,success,delivery,23/10/26,23/10/23 9:14,23/10/23 9:15,,23/10/23 9:20,23/10/23 9:30,23/10/23 9:43,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1906900,success,delivery,23/10/26,23/10/23 13:33,23/10/23 13:37,,23/10/23 13:44,23/10/23 13:54,23/10/23 14:03,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1909130,success,delivery,23/10/26,23/10/23 15:35,23/10/23 15:36,,23/10/23 15:45,23/10/23 15:47,23/10/23 16:00,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1913921,success,delivery,23/10/26,23/10/24 10:03,23/10/24 10:04,23/10/24 10:17,23/10/24 10:35,23/10/24 10:52,23/10/24 10:54,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1914537,success,delivery,23/10/25,23/10/24 10:44,23/10/24 11:00,23/10/24 11:11,23/10/24 11:17,23/10/24 11:40,23/10/24 11:41,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1914646,success,delivery,23/10/25,23/10/24 10:49,23/10/24 10:59,23/10/24 11:10,23/10/24 11:13,23/10/24 11:22,23/10/24 11:39,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1916184,success,delivery,23/10/25,23/10/24 12:12,23/10/24 12:12,,23/10/24 12:18,23/10/24 12:21,23/10/24 12:47,,4700,4700
Tibi Foods - Ikeja,Africa/Lagos,1917010,success,delivery,23/10/25,23/10/24 12:48,23/10/24 12:50,,23/10/24 12:57,23/10/24 13:05,23/10/24 13:19,,3700,3700
Tibi Foods - Ikeja,Africa/Lagos,1917264,success,delivery,23/10/25,23/10/24 12:58,23/10/24 12:59,23/10/24 13:16,23/10/24 13:18,23/10/24 13:48,23/10/24 14:26,,14300,14300
Tibi Foods - Ikeja,Africa/Lagos,1918354,success,delivery,23/10/25,23/10/24 13:53,23/10/24 13:53,,23/10/24 14:00,23/10/24 14:12,23/10/24 14:36,,13300,13300
Tibi Foods - Ikeja,Africa/Lagos,1919909,success,delivery,23/10/25,23/10/24 15:09,23/10/24 15:12,,23/10/24 15:20,23/10/24 15:25,23/10/24 15:35,,12800,12800
Tibi Foods - Ikeja,Africa/Lagos,1922361,success,delivery,23/10/25,23/10/24 17:55,23/10/24 17:57,,23/10/24 18:09,23/10/24 18:09,23/10/24 18:38,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1922529,success,delivery,23/10/25,23/10/24 18:10,23/10/24 18:11,,23/10/24 18:17,23/10/24 18:29,23/10/24 18:48,,3700,3700
Tibi Foods - Ikeja,Africa/Lagos,1925262,success,delivery,23/10/25,23/10/25 10:01,23/10/25 10:02,,23/10/25 10:11,23/10/25 10:20,23/10/25 10:31,,5200,5200
Tibi Foods - Ikeja,Africa/Lagos,1925350,success,delivery,23/10/25,23/10/25 10:09,23/10/25 10:09,,23/10/25 10:18,23/10/25 10:42,23/10/25 10:48,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1925567,success,delivery,23/10/25,23/10/25 10:23,23/10/25 10:23,,23/10/25 10:27,23/10/25 10:33,23/10/25 10:41,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1925985,success,delivery,23/10/25,23/10/25 10:50,23/10/25 10:50,23/10/25 11:02,23/10/25 11:03,23/10/25 11:05,23/10/25 11:23,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1925988,success,delivery,23/10/25,23/10/25 10:50,23/10/25 10:51,23/10/25 11:02,23/10/25 11:03,23/10/25 11:05,23/10/25 11:40,,5700,5700
Tibi Foods - Ikeja,Africa/Lagos,1926695,success,delivery,23/10/25,23/10/25 11:32,23/10/25 11:32,,23/10/25 11:40,23/10/25 12:09,23/10/25 12:12,,6400,6400
Tibi Foods - Ikeja,Africa/Lagos,1926887,success,delivery,23/10/25,23/10/25 11:41,23/10/25 11:41,,23/10/25 11:46,23/10/25 11:51,23/10/25 11:57,,3500,3500
Tibi Foods - Ikeja,Africa/Lagos,1931658,success,delivery,23/10/25,23/10/25 15:25,23/10/25 15:33,23/10/25 15:56,23/10/25 16:15,23/10/25 16:15,23/10/25 16:41,,3700,3700
Tibi Foods - Ikeja,Africa/Lagos,1939670,success,delivery,23/10/25,23/10/26 12:24,23/10/26 12:27,,23/10/26 12:38,23/10/26 12:50,23/10/26 12:51,,8500,8500
Tibi Foods - Ikeja,Africa/Lagos,1939810,success,delivery,23/10/25,23/10/26 12:31,23/10/26 12:31,23/10/26 12:42,23/10/26 12:54,23/10/26 12:56,23/10/26 13:13,,4400,4400
Tibi Foods - Ikeja,Africa/Lagos,1940734,success,delivery,23/10/25,23/10/26 13:12,23/10/26 13:14,23/10/26 13:23,23/10/26 13:35,23/10/26 13:39,23/10/26 13:43,,7000,7000
Tibi Foods - Ikeja,Africa/Lagos,1940937,success,delivery,23/10/25,23/10/26 13:21,23/10/26 13:21,23/10/26 13:35,23/10/26 13:41,23/10/26 13:43,23/10/26 13:58,,6800,6800
Tibi Foods - Ikeja,Africa/Lagos,1941003,success,delivery,23/10/25,23/10/26 13:24,23/10/26 13:25,23/10/26 13:35,23/10/26 13:59,23/10/26 14:05,23/10/26 14:34,,4500,4500
Tibi Foods - Ikeja,Africa/Lagos,1941522,success,delivery,23/10/25,23/10/26 13:46,23/10/26 13:47,,23/10/26 13:57,23/10/26 14:03,23/10/26 14:15,,5000,5000
Tibi Foods - Ikeja,Africa/Lagos,1945021,success,delivery,23/10/25,23/10/26 16:53,23/10/26 16:56,23/10/26 17:02,23/10/26 17:03,23/10/26 17:08,23/10/26 17:14,,8700,8700
